Student ID,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
S13604,female,Group D,some college,free/reduced,completed,59,78,80
S13605,male,Group A,some college,standard,none,92,86,88
S13606,male,Group A,associate's degree,free/reduced,none,58,75,78
S13607,male,Group A,some high school,standard,completed,67,6,69
S13610,female,Group C,some college,free/reduced,completed,76,61,61
S13613,male,Group B,high school,standard,none,51,52,46
S13614,female,Group D,high school,free/reduced,none,75,81,87
S13615,male,Group E,some high school,standard,none,94,75,75
S13616,male,Group B,high school,standard,none,71,63,61
S13617,male,Group C,some college,free/reduced,none,51,54,51
S13618,male,Group B,some college,free/reduced,none,42,48,33
S13619,male,Group C,some high school,standard,none,87,83,80
S13620,male,Group C,some high school,standard,none,63,59,51
S13622,female,Group B,some high school,standard,none,37,51,43
S13623,female,Group C,some college,standard,completed,80,88,90
S13624,female,Group D,some high school,free/reduced,none,58,63,65
S13625,male,Group A,associate's degree,standard,completed,85,75,74
S13627,male,Group C,some college,standard,completed,95,85,80
S13628,male,Group D,some college,standard,completed,100,84,87
S13629,female,Group D,some high school,free/reduced,completed,62,75,79
S13630,male,Group D,some high school,standard,none,68,53,53
S13631,female,Group C,some college,standard,none,77,85,85
S13632,female,Group B,some college,standard,none,56,61,65
S13633,male,Group C,high school,free/reduced,none,58,52,51
S13635,female,Group D,associate's degree,standard,none,83,85,86
S13636,female,Group C,some college,standard,none,57,67,64
S13637,male,Group E,some college,standard,completed,82,78,78
S13638,female,Group D,some college,free/reduced,none,47,66,66
S13639,female,Group D,some college,free/reduced,none,71,83,80
S13640,female,Group C,master's degree,standard,completed,62,68,75
S13641,male,Group E,associate's degree,standard,none,56,44,44
S13642,female,Group C,bachelor's degree,free/reduced,none,68,79,78
S13643,female,Group C,some high school,standard,none,67,73,76
S13644,male,Group D,some college,standard,none,69,73,67
S13646,male,Group C,some high school,free/reduced,none,61,56,53
S13647,female,Group C,high school,free/reduced,none,56,62,57
S13649,male,Group C,some high school,standard,none,69,56,59
S13650,female,Group C,associate's degree,standard,none,69,75,75
S13652,female,Group C,some high school,standard,none,62,64,64
S13653,male,Group E,master's degree,standard,none,43,45,38
S13655,male,Group A,some college,standard,none,58,64,55
S13656,male,Group C,high school,free/reduced,none,64,56,52
S13658,male,Group C,some college,standard,completed,48,38,46
S13660,male,Group C,associate's degree,standard,none,91,84,77
S13661,female,Group C,some college,standard,completed,48,68,68
S13662,female,Group E,some college,free/reduced,none,63,61,64
S13663,female,Group B,some college,standard,completed,92,1,100
S13665,female,Group C,high school,free/reduced,none,56,62,57
S13667,female,Group C,some college,standard,none,83,91,92
S13668,female,Group C,some high school,standard,none,70,77,76
S13669,female,Group C,some college,standard,none,21,3,26
S13670,male,Group A,high school,standard,none,56,45,38
S13671,female,Group E,some college,standard,none,62,65,65
S13672,female,Group B,bachelor's degree,standard,completed,85,96,95
S13673,female,Group E,bachelor's degree,standard,none,98,95,100
S13674,female,Group E,bachelor's degree,standard,none,86,87,90
S13675,female,Group B,associate's degree,standard,none,60,65,67
S13676,female,Group B,associate's degree,standard,none,62,81,77
S13677,male,Group C,some high school,standard,none,84,84,74
S13678,female,Group C,some high school,free/reduced,none,38,45,44
S13679,female,Group C,high school,standard,none,80,84,81
S13680,female,Group D,some college,standard,none,75,75,78
S13681,male,Group A,some high school,free/reduced,completed,59,55,58
S13682,male,Group B,some high school,free/reduced,completed,58,56,53
S13683,female,Group D,high school,free/reduced,none,75,81,87
S13684,male,Group B,some college,standard,none,60,59,53
S13685,male,Group C,associate's degree,standard,completed,55,62,58
S13686,female,Group E,associate's degree,free/reduced,none,83,9,95
S13687,female,Group A,high school,standard,none,61,73,70
S13688,female,Group E,some high school,standard,none,48,6,57
S13690,male,Group D,associate's degree,standard,none,99,97,95
S13691,female,Group B,some college,free/reduced,none,69,85,84
S13692,female,Group C,some high school,standard,none,62,64,64
S13693,female,Group B,some college,standard,completed,85,96,95
S13694,female,Group D,some high school,standard,completed,80,77,80
S13695,female,Group E,some college,standard,completed,68,78,77
S13696,male,Group D,high school,free/reduced,none,58,52,51
S13697,female,Group E,some college,free/reduced,none,74,78,81
S13698,male,Group D,associate's degree,standard,none,72,62,60
S13699,female,Group C,some college,standard,completed,77,9,93
S13700,female,Group C,bachelor's degree,standard,none,41,51,53
S13701,male,Group D,associate's degree,free/reduced,completed,57,58,54
S13702,male,Group C,high school,free/reduced,none,45,43,47
S13704,male,Group C,some college,standard,none,74,79,73
S13705,male,Group C,associate's degree,free/reduced,none,72,8,75
S13707,male,Group C,high school,standard,none,86,82,72
S13708,female,Group D,some college,standard,completed,61,63,70
S13710,male,Group B,some high school,free/reduced,none,38,38,30
S13711,male,Group D,high school,free/reduced,completed,78,86,88
S13712,female,Group C,high school,free/reduced,none,49,65,62
S13713,male,Group C,high school,standard,none,76,81,74
S13714,male,Group D,some college,free/reduced,none,59,45,44
S13715,female,Group D,some college,standard,none,62,62,68
S13716,male,Group C,some college,standard,none,72,67,59
S13717,female,Group C,some college,standard,none,56,58,55
S13718,female,Group B,associate's degree,standard,none,62,81,77
S13719,female,Group B,some high school,free/reduced,completed,64,72,79
S13720,female,Group D,some college,standard,none,68,76,79
S13722,male,Group B,some college,standard,completed,85,75,72
S13725,female,Group B,some college,standard,none,55,6,67
S13726,female,Group E,bachelor's degree,standard,none,98,95,100
S13727,female,Group B,some college,standard,none,65,76,70
S13728,male,Group C,bachelor's degree,standard,none,59,5,53
S13729,male,Group C,associate's degree,free/reduced,none,82,73,74
S13730,female,Group C,associate's degree,standard,none,57,67,64
S13731,female,Group E,bachelor's degree,free/reduced,none,63,61,64
S13732,female,Group C,some high school,free/reduced,none,34,44,43
S13733,female,Group A,some high school,standard,completed,57,68,74
S13734,male,Group C,master's degree,standard,none,59,64,64
S13735,male,Group C,master's degree,free/reduced,none,82,69,76
S13736,female,Group C,high school,standard,none,76,9,84
S13737,male,Group C,high school,free/reduced,none,66,66,62
S13738,male,Group B,high school,free/reduced,completed,76,81,72
S13739,male,Group C,some high school,standard,none,64,56,51
S13740,male,Group C,master's degree,free/reduced,none,83,86,87
S13741,male,Group C,associate's degree,standard,completed,76,82,77
S13742,male,Group B,high school,free/reduced,completed,59,62,58
S13743,male,Group D,high school,standard,none,67,65,59
S13744,male,Group D,high school,standard,none,85,81,83
S13745,female,Group C,associate's degree,standard,none,44,49,53
S13746,female,Group C,some college,standard,none,67,72,71
S13747,female,Group B,some college,free/reduced,completed,55,67,68
S13748,female,Group B,some college,standard,none,70,71,71
S13749,female,Group D,high school,free/reduced,none,47,66,66
S13750,male,Group B,associate's degree,standard,none,62,81,77
S13751,male,Group B,some high school,standard,none,79,69,70
S13752,female,Group B,some college,standard,none,73,87,89
S13755,female,Group C,some high school,standard,none,74,77,72
S13756,male,Group C,associate's degree,standard,none,78,73,65
S13757,female,Group C,some college,standard,none,84,88,84
S13759,male,Group C,associate's degree,free/reduced,none,82,86,78
S13760,male,Group E,high school,free/reduced,none,66,6,59
S13761,male,Group D,some high school,standard,none,69,56,59
S13764,male,Group B,high school,standard,completed,85,75,72
S13765,male,Group D,some college,standard,none,71,74,80
S13766,male,Group C,some college,standard,none,72,76,64
S13767,male,Group B,bachelor's degree,free/reduced,none,57,54,44
S13768,male,Group E,bachelor's degree,standard,completed,100,1,100
S13769,female,Group C,some high school,standard,none,53,55,57
S13770,female,Group D,high school,free/reduced,completed,67,75,84
S13771,female,Group E,some high school,standard,none,78,86,80
S13772,female,Group D,some high school,standard,completed,54,77,78
S13773,female,Group C,high school,standard,none,66,77,80
S13774,female,Group C,some college,standard,none,60,61,57
S13776,female,Group E,bachelor's degree,standard,none,66,65,76
S13777,male,Group D,some high school,standard,none,60,57,60
S13778,male,Group C,some high school,standard,none,67,65,62
S13779,female,Group E,bachelor's degree,free/reduced,none,63,61,64
S13780,male,Group D,associate's degree,free/reduced,none,49,54,50
S13782,female,Group B,high school,standard,completed,72,73,72
S13783,female,Group C,some college,standard,completed,81,9,93
S13785,male,Group C,high school,free/reduced,none,66,66,62
S13786,male,Group D,some college,standard,none,79,56,68
S13788,female,Group A,some high school,standard,none,70,75,70
S13789,female,Group C,high school,free/reduced,none,48,6,55
S13790,female,Group D,some college,free/reduced,completed,66,71,87
S13791,female,Group D,associate's degree,free/reduced,none,68,76,79
S13792,male,Group C,high school,free/reduced,none,66,66,58
S13793,male,Group E,some high school,standard,none,74,6,59
S13794,female,Group C,master's degree,standard,completed,65,84,86
S13795,male,Group C,some high school,standard,none,45,48,46
S13796,female,Group C,bachelor's degree,free/reduced,none,68,82,86
S13797,female,Group A,high school,standard,none,61,73,70
S13798,male,Group C,some college,standard,none,88,81,77
S13799,male,Group A,high school,free/reduced,none,44,49,43
S13800,female,Group C,some college,standard,none,84,84,74
S13801,female,Group A,bachelor's degree,standard,completed,73,79,81
S13802,male,Group E,some high school,standard,none,92,8,78
S13803,female,Group C,some college,free/reduced,completed,66,81,75
S13804,male,Group C,bachelor's degree,standard,none,70,49,53
S13805,male,Group C,some college,free/reduced,none,83,62,64
S13806,female,Group B,some college,standard,none,60,55,52
S13807,male,Group E,some high school,standard,none,77,62,57
S13808,male,Group C,some high school,free/reduced,none,74,66,64
S13809,male,Group D,some college,standard,completed,62,69,67
S13810,male,Group C,some college,standard,completed,48,38,46
S13811,male,Group E,bachelor's degree,standard,none,95,9,89
S13812,male,Group E,associate's degree,standard,completed,84,75,75
S13813,female,Group C,master's degree,standard,completed,64,67,72
S13815,male,Group A,associate's degree,free/reduced,completed,69,77,77
S13817,male,Group C,some high school,standard,none,75,71,68
S13818,female,Group C,some high school,standard,none,74,77,72
S13820,female,Group B,associate's degree,free/reduced,none,61,68,67
S13821,female,Group C,high school,standard,none,90,78,78
S13822,male,Group D,master's degree,standard,none,70,65,56
S13823,male,Group A,some college,standard,none,70,73,70
S13824,female,Group C,associate's degree,standard,none,56,71,70
S13825,female,Group B,some high school,free/reduced,none,61,8,82
S13826,male,Group C,some high school,standard,completed,74,78,78
S13828,male,Group A,associate's degree,free/reduced,completed,69,77,77
S13829,female,Group C,some high school,standard,none,68,57,54
S13830,female,Group B,high school,free/reduced,none,30,47,46
S13831,male,Group A,some high school,standard,none,83,77,77
S13832,female,Group C,some college,standard,none,71,72,69
S13833,male,Group C,master's degree,free/reduced,none,54,6,60
S13834,female,Group C,high school,standard,completed,34,66,59
S13835,male,Group E,associate's degree,standard,completed,93,87,84
S13836,female,Group B,associate's degree,free/reduced,none,45,52,45
S13837,male,Group D,associate's degree,standard,completed,68,66,72
S13838,female,Group C,high school,standard,none,53,66,64
S13839,female,Group C,some college,free/reduced,none,57,6,57
S13842,male,Group C,some college,standard,none,69,58,52
S13843,female,Group C,some college,free/reduced,none,43,65,60
S13844,male,Group E,master's degree,free/reduced,none,69,56,56
S13845,female,Group D,associate's degree,free/reduced,completed,73,72,79
S13846,male,Group B,some college,standard,none,69,59,57
S13847,male,Group E,high school,free/reduced,completed,76,61,61
S13848,female,Group A,some college,free/reduced,none,57,7,71
S13849,female,Group D,some high school,free/reduced,none,60,69,70
S13850,male,Group D,some high school,standard,none,76,78,79
S13851,male,Group C,some college,standard,none,68,58,54
S13852,male,Group C,bachelor's degree,standard,none,73,67,73
S13853,female,Group D,high school,standard,completed,92,95,93
S13854,male,Group C,bachelor's degree,free/reduced,none,51,53,51
S13855,female,Group C,some college,standard,none,70,81,75
S13856,female,Group C,some college,standard,none,68,77,75
S13857,female,Group C,some college,standard,completed,84,88,87
S13858,male,Group C,associate's degree,standard,none,81,66,58
S13859,male,Group A,associate's degree,standard,completed,79,65,69
S13860,female,Group C,high school,free/reduced,none,49,65,62
S13861,female,Group C,high school,standard,none,72,76,74
S13863,female,Group D,associate's degree,standard,none,75,87,90
S13865,female,Group D,some college,free/reduced,none,36,45,44
S13866,female,Group B,some college,standard,none,83,88,90
S13867,male,Group D,master's degree,standard,none,73,72,75
S13868,female,Group C,some high school,standard,none,63,63,63
S13869,female,Group E,some college,free/reduced,none,41,6,55
S13870,male,Group E,associate's degree,standard,none,83,83,78
S13871,male,Group C,high school,standard,none,90,79,75
S13872,female,Group C,some high school,standard,none,86,92,83
S13873,female,Group B,bachelor's degree,standard,completed,85,96,95
S13874,male,Group C,high school,standard,completed,67,63,67
S13875,male,Group C,associate's degree,standard,none,81,77,71
S13878,male,Group E,some college,standard,completed,99,98,93
S13879,male,Group D,some college,free/reduced,completed,91,93,95
S13880,female,Group C,associate's degree,free/reduced,none,61,64,63
S13881,female,Group C,some college,standard,none,77,77,71
S13882,female,Group A,high school,standard,none,64,72,66
S13883,female,Group C,some high school,standard,none,23,33,33
S13884,female,Group C,some college,standard,none,82,84,83
S13888,female,Group D,some college,standard,none,68,76,79
S13889,female,Group C,some high school,free/reduced,none,34,44,43
S13890,male,Group A,some high school,standard,completed,79,65,65
S13891,male,Group C,some college,standard,none,55,61,59
S13893,female,Group E,some college,free/reduced,none,62,69,60
S13894,male,Group A,high school,free/reduced,none,34,49,47
S13895,male,Group C,some college,standard,none,57,46,44
S13897,male,Group D,some college,standard,completed,94,97,95
S13898,male,Group C,some college,standard,completed,70,66,68
S13899,male,Group B,bachelor's degree,standard,none,63,46,46
S13900,female,Group E,bachelor's degree,standard,none,98,95,100
S13901,male,Group E,high school,standard,none,100,91,85
S13902,male,Group C,some college,free/reduced,none,51,54,51
S13903,female,Group C,some high school,standard,none,74,77,72
S13904,male,Group E,some college,standard,completed,80,7,71
S13905,female,Group C,some college,free/reduced,none,54,56,58
S13906,male,Group D,some high school,free/reduced,none,49,49,43
S13907,female,Group A,bachelor's degree,standard,none,62,75,73
S13908,female,Group A,high school,standard,none,61,69,69
S13909,male,Group C,high school,standard,none,65,69,56
S13911,female,Group B,associate's degree,standard,completed,64,66,72
S13912,female,Group C,some college,free/reduced,completed,67,89,89
S13914,female,Group C,high school,standard,none,63,64,59
S13915,male,Group A,associate's degree,free/reduced,none,75,67,67
S13916,male,Group B,high school,standard,completed,88,87,85
S13917,female,Group C,associate's degree,standard,none,78,78,82
S13918,male,Group C,high school,standard,none,56,67,62
S13919,male,Group C,high school,free/reduced,none,51,57,44
S13920,female,Group C,associate's degree,free/reduced,none,44,55,61
S13922,male,Group D,associate's degree,standard,none,44,45,41
S13923,male,Group E,some college,standard,completed,84,77,79
S13924,male,Group C,some college,free/reduced,none,62,65,61
S13925,male,Group C,some high school,standard,none,80,75,73
S13926,male,Group C,high school,standard,none,90,78,78
S13927,male,Group D,bachelor's degree,standard,completed,97,91,96
S13928,female,Group B,associate's degree,standard,none,62,81,77
S13929,female,Group D,associate's degree,standard,none,84,9,90
S13930,male,Group B,high school,standard,none,64,57,52
S13931,female,Group E,high school,standard,none,61,61,57
S13932,female,Group D,bachelor's degree,free/reduced,completed,81,96,99
S13933,female,Group C,bachelor's degree,standard,none,79,86,78
S13935,female,Group C,high school,free/reduced,none,55,68,66
S13936,female,Group D,some high school,standard,completed,54,77,78
S13937,male,Group C,some college,standard,completed,77,8,85
S13938,female,Group E,bachelor's degree,standard,none,52,53,55
S13939,female,Group B,high school,free/reduced,none,55,68,66
S13941,female,Group D,bachelor's degree,standard,completed,100,1,100
S13942,female,Group E,some college,free/reduced,none,73,73,63
S13943,female,Group B,some high school,free/reduced,none,61,8,82
S13944,male,Group E,associate's degree,standard,none,75,68,68
S13945,male,Group D,high school,standard,none,81,62,61
S13947,female,Group D,some college,standard,completed,69,58,60
S13948,male,Group A,associate's degree,standard,none,51,69,65
S13949,male,Group E,some college,standard,none,84,77,79
S13950,male,Group C,high school,standard,completed,62,69,67
S13951,male,Group B,associate's degree,standard,none,91,99,100
S13952,female,Group C,some college,standard,completed,73,86,89
S13953,male,Group C,some high school,standard,completed,83,81,78
S13954,female,Group B,high school,free/reduced,completed,75,9,95
S13955,male,Group C,master's degree,free/reduced,none,82,69,76
S13956,male,Group E,bachelor's degree,free/reduced,none,87,79,72
S13957,female,Group C,some college,standard,completed,84,88,87
S13958,female,Group B,associate's degree,standard,completed,65,78,81
S13959,female,Group C,some college,free/reduced,none,24,48,46
S13960,male,Group B,high school,standard,none,65,61,57
S13961,male,Group B,some college,free/reduced,completed,76,83,78
S13962,female,Group C,bachelor's degree,standard,none,61,66,71
S13963,female,Group B,some college,standard,none,61,69,73
S13964,female,Group D,some high school,free/reduced,none,30,59,51
S13965,female,Group E,associate's degree,standard,none,80,79,71
S13966,female,Group D,associate's degree,free/reduced,none,68,76,79
S13967,male,Group D,master's degree,standard,none,100,97,91
S13968,female,Group C,some college,standard,completed,55,72,70
S13969,male,Group C,bachelor's degree,standard,completed,75,62,65
S13970,female,Group D,bachelor's degree,free/reduced,completed,64,77,77
S13971,female,Group C,bachelor's degree,free/reduced,none,68,79,78
S13972,male,Group C,master's degree,standard,none,80,79,73
S13974,female,Group B,high school,free/reduced,none,59,74,68
S13977,female,Group C,some college,standard,none,46,52,48
S13978,male,Group B,high school,standard,none,81,71,62
S13979,male,Group A,some college,standard,completed,56,51,44
S13980,male,Group C,some college,free/reduced,none,56,57,62
S13981,male,Group D,high school,free/reduced,none,54,53,47
S13982,female,Group C,high school,standard,none,55,62,61
S13983,male,Group B,some college,standard,none,74,83,72
S13984,male,Group B,bachelor's degree,standard,none,84,81,72
S13985,male,Group E,associate's degree,standard,none,75,68,68
S13986,female,Group C,high school,free/reduced,completed,77,8,74
S13988,female,Group D,some college,standard,completed,81,99,96
S13989,female,Group B,master's degree,standard,completed,59,75,79
S13990,male,Group B,some college,standard,none,85,8,73
S13991,male,Group B,bachelor's degree,standard,none,82,68,69
S13992,male,Group D,associate's degree,standard,completed,67,62,67
S13993,female,Group C,some college,standard,none,56,61,65
S13994,female,Group C,some college,standard,none,71,69,73
S13995,female,Group C,some college,free/reduced,completed,62,72,67
S13997,female,Group B,some college,free/reduced,completed,47,61,64
S13998,male,Group D,some high school,standard,none,73,67,64
S13999,male,Group E,some college,standard,completed,87,87,79
S14000,male,Group C,bachelor's degree,free/reduced,completed,54,57,63
S14001,male,Group D,bachelor's degree,standard,none,74,76,73
S14002,male,Group C,some high school,free/reduced,none,66,6,59
S14003,female,Group B,some college,free/reduced,none,37,51,51
S14004,male,Group E,associate's degree,standard,none,83,83,78
S14005,male,Group D,some college,standard,none,98,88,85
S14006,female,Group B,associate's degree,free/reduced,none,61,64,63
S14008,male,Group C,master's degree,standard,none,80,79,73
S14009,female,Group A,high school,standard,completed,67,86,86
S14010,female,Group E,some high school,standard,none,91,97,91
S14011,female,Group C,high school,free/reduced,completed,54,68,69
S14012,male,Group E,some college,standard,none,75,66,59
S14013,female,Group A,associate's degree,standard,none,61,65,59
S14014,male,Group D,some high school,standard,none,90,72,79
S14015,male,Group C,high school,free/reduced,none,81,84,78
S14016,female,Group B,high school,free/reduced,none,61,74,71
S14017,male,Group D,some college,free/reduced,none,54,58,63
S14018,female,Group C,associate's degree,standard,none,78,78,82
S14019,female,Group D,some college,standard,none,54,62,62
S14020,female,Group C,bachelor's degree,standard,completed,86,77,80
S14021,female,Group C,high school,standard,completed,56,68,70
S14022,female,Group C,high school,standard,none,61,57,55
S14023,male,Group D,associate's degree,standard,none,80,7,73
S14024,male,Group B,bachelor's degree,standard,none,82,68,69
S14025,male,Group B,associate's degree,standard,none,59,52,45
S14026,male,Group D,some high school,standard,completed,60,57,60
S14028,female,Group D,bachelor's degree,free/reduced,none,68,79,78
S14029,male,Group C,bachelor's degree,free/reduced,none,65,61,57
S14030,female,Group D,associate's degree,standard,none,61,56,60
S14031,male,Group C,some college,standard,none,77,7,60
S14032,male,Group C,some college,standard,none,65,64,61
S14033,male,Group C,some high school,free/reduced,completed,58,56,53
S14034,male,Group E,high school,standard,none,81,7,70
S14035,male,Group C,high school,free/reduced,none,34,37,27
S14037,male,Group C,bachelor's degree,free/reduced,completed,57,65,56
S14039,female,Group B,associate's degree,standard,completed,91,99,100
S14040,female,Group C,some college,free/reduced,none,70,81,76
S14041,male,Group C,high school,standard,completed,72,67,67
S14042,male,Group D,high school,standard,completed,70,72,67
S14043,female,Group C,high school,free/reduced,none,61,74,71
S14044,male,Group C,associate's degree,standard,none,68,71,64
S14045,male,Group D,bachelor's degree,standard,none,63,65,58
S14046,female,Group D,associate's degree,free/reduced,none,39,65,64
S14048,male,Group B,high school,standard,none,86,82,72
S14050,female,Group C,high school,standard,none,59,66,69
S14053,male,Group C,some college,standard,none,50,4,44
S14054,male,Group C,some college,standard,none,79,76,69
S14055,male,Group E,some high school,standard,none,94,86,82
S14056,male,Group D,master's degree,free/reduced,none,83,86,87
S14058,female,Group C,master's degree,free/reduced,completed,71,92,93
S14059,female,Group D,associate's degree,standard,none,40,51,51
S14060,male,Group C,some high school,standard,none,79,65,67
S14062,male,Group D,bachelor's degree,standard,none,63,65,58
S14063,male,Group E,some high school,standard,none,75,71,68
S14064,male,Group A,some high school,standard,none,59,6,50
S14065,female,Group D,high school,standard,none,54,62,62
S14066,female,Group B,bachelor's degree,standard,completed,85,96,95
S14068,female,Group C,associate's degree,standard,none,56,71,70
S14069,male,Group C,associate's degree,free/reduced,none,60,57,61
S14070,female,Group D,some college,free/reduced,completed,73,68,72
S14074,female,Group C,some high school,free/reduced,completed,52,59,58
S14075,male,Group C,associate's degree,free/reduced,completed,75,78,77
S14076,male,Group D,master's degree,standard,none,82,84,81
S14079,female,Group E,bachelor's degree,free/reduced,none,63,61,64
S14080,male,Group E,associate's degree,standard,none,82,76,71
S14081,female,Group E,high school,standard,none,92,94,94
S14082,male,Group C,associate's degree,free/reduced,none,72,8,75
S14084,male,Group D,high school,standard,completed,82,82,82
S14085,female,Group A,high school,standard,completed,68,75,73
S14086,female,Group E,master's degree,standard,none,85,9,88
S14087,female,Group C,associate's degree,standard,completed,82,85,94
S14088,female,Group E,associate's degree,free/reduced,none,83,9,95
S14090,male,Group C,associate's degree,standard,none,82,76,71
S14092,female,Group C,some college,standard,none,81,93,94
S14093,female,Group C,some high school,standard,none,60,61,57
S14094,male,Group C,some high school,standard,completed,83,81,78
S14095,male,Group E,some college,standard,none,81,78,68
S14096,female,Group C,some college,free/reduced,completed,41,59,56
S14097,female,Group E,high school,standard,none,52,71,70
S14098,male,Group E,high school,standard,none,96,94,93
S14099,male,Group A,high school,standard,none,78,72,66
S14100,female,Group C,bachelor's degree,standard,completed,55,64,63
S14101,male,Group C,some college,standard,none,86,82,72
S14102,male,Group B,some college,standard,completed,77,68,66
S14104,female,Group C,some college,standard,none,63,69,66
S14105,male,Group A,associate's degree,free/reduced,completed,69,77,77
S14106,female,Group C,master's degree,standard,none,43,57,59
S14107,female,Group E,high school,standard,none,86,89,87
S14109,male,Group A,some college,free/reduced,completed,74,75,78
S14111,male,Group E,bachelor's degree,free/reduced,none,87,79,72
S14112,male,Group C,some college,standard,none,43,51,38
S14113,male,Group C,some college,free/reduced,completed,59,69,63
S14114,female,Group D,some high school,standard,none,74,75,74
S14115,male,Group E,some college,standard,none,75,66,59
S14116,female,Group B,some college,standard,completed,47,58,56
S14117,female,Group C,some high school,standard,none,86,92,83
S14118,male,Group E,some high school,standard,completed,87,83,80
S14119,male,Group B,master's degree,standard,none,53,5,49
S14120,male,Group D,some college,free/reduced,none,62,58,56
S14121,female,Group C,some high school,standard,none,67,72,71
S14122,female,Group C,bachelor's degree,standard,none,67,72,72
S14123,female,Group B,associate's degree,standard,completed,60,65,67
S14125,male,Group C,some college,standard,completed,77,8,85
S14126,female,Group C,some high school,standard,none,70,77,76
S14127,female,Group B,associate's degree,standard,none,80,81,85
S14128,female,Group D,some college,free/reduced,completed,64,82,80
S14129,male,Group B,high school,standard,none,44,5,37
S14132,male,Group C,some high school,standard,completed,83,81,78
S14133,female,Group C,some college,standard,none,71,71,76
S14135,female,Group D,master's degree,standard,none,44,39,37
S14136,male,Group E,high school,free/reduced,none,81,84,78
S14137,female,Group E,high school,standard,none,79,78,83
S14140,female,Group E,some college,free/reduced,none,69,74,75
S14141,male,Group C,some high school,free/reduced,none,61,56,53
S14142,female,Group D,associate's degree,standard,none,67,72,65
S14143,female,Group C,associate's degree,standard,none,68,7,76
S14146,female,Group E,bachelor's degree,standard,none,66,65,76
S14147,male,Group C,associate's degree,free/reduced,none,57,58,51
S14148,male,Group E,some college,standard,completed,87,83,80
S14149,female,Group C,some college,standard,completed,59,66,71
S14151,female,Group A,some college,standard,none,83,91,92
S14152,female,Group C,high school,standard,none,70,63,63
S14153,female,Group C,some college,standard,none,84,88,84
S14155,female,Group C,some college,standard,none,83,91,92
S14156,female,Group C,associate's degree,free/reduced,completed,68,84,87
S14157,male,Group D,some college,standard,completed,80,67,72
S14158,female,Group C,bachelor's degree,free/reduced,completed,54,57,63
S14160,male,Group C,some high school,standard,none,83,81,78
S14161,female,Group D,high school,standard,none,74,82,81
S14162,female,Group E,some college,free/reduced,completed,59,68,68
S14163,male,Group C,some high school,standard,none,28,27,23
S14165,male,Group C,some college,free/reduced,none,82,73,74
S14166,male,Group C,high school,free/reduced,none,72,68,62
S14171,male,Group A,some college,standard,none,58,64,55
S14172,female,Group C,some college,free/reduced,completed,41,59,56
S14173,female,Group B,some high school,standard,none,49,39,33
S14174,male,Group E,some college,standard,none,98,79,85
S14175,male,Group E,some college,standard,completed,84,77,79
S14176,male,Group B,some high school,free/reduced,none,58,56,53
S14177,male,Group C,master's degree,standard,completed,79,72,74
S14180,female,Group C,some high school,free/reduced,completed,52,59,58
S14181,male,Group D,associate's degree,standard,none,67,72,65
S14182,female,Group C,associate's degree,standard,none,89,86,92
S14183,female,Group B,bachelor's degree,standard,none,84,91,93
S14184,male,Group E,some college,free/reduced,completed,72,73,75
S14185,male,Group D,some high school,standard,completed,74,78,78
S14186,female,Group C,high school,standard,none,55,62,61
S14187,female,Group D,associate's degree,standard,completed,82,85,94
S14188,male,Group C,some high school,standard,none,67,65,62
S14189,male,Group C,master's degree,free/reduced,completed,71,75,73
S14190,female,Group B,some high school,standard,none,67,73,76
S14191,male,Group B,some college,free/reduced,none,42,48,33
S14192,female,Group C,some high school,free/reduced,none,34,44,43
S14193,male,Group B,master's degree,standard,completed,59,75,79
S14195,female,Group D,high school,standard,none,67,75,84
S14196,male,Group A,master's degree,standard,none,59,57,51
S14198,male,Group C,some college,free/reduced,none,70,7,66
S14199,male,Group E,high school,standard,none,80,72,62
S14201,male,Group A,associate's degree,standard,completed,55,62,58
S14202,male,Group C,high school,standard,completed,64,66,69
S14205,female,Group A,high school,standard,completed,82,95,93
S14206,male,Group E,bachelor's degree,free/reduced,none,62,69,60
S14207,male,Group C,bachelor's degree,free/reduced,none,70,7,66
S14208,female,Group C,associate's degree,standard,none,65,66,66
S14209,male,Group B,associate's degree,standard,none,73,54,57
S14210,female,Group D,some college,free/reduced,none,43,48,53
S14211,female,Group B,some high school,standard,none,60,73,68
S14212,female,Group B,high school,free/reduced,none,58,62,54
S14213,female,Group C,associate's degree,standard,none,44,49,53
S14214,female,Group C,some high school,standard,completed,64,81,87
S14215,male,Group B,associate's degree,free/reduced,none,50,56,55
S14216,female,Group D,associate's degree,free/reduced,none,82,76,75
S14217,male,Group E,high school,standard,none,100,91,85
S14218,female,Group C,master's degree,standard,none,76,77,77
S14219,male,Group D,bachelor's degree,standard,none,55,35,43
S14220,male,Group C,some high school,standard,none,75,71,68
S14221,female,Group C,high school,standard,none,54,62,62
S14222,female,Group B,some college,standard,none,56,61,65
S14224,female,Group A,high school,standard,completed,56,68,70
S14225,female,Group C,associate's degree,standard,none,80,79,71
S14226,female,Group D,some high school,standard,completed,54,77,78
S14227,female,Group B,associate's degree,standard,none,63,72,78
S14228,female,Group D,some college,standard,none,84,97,96
S14229,female,Group C,bachelor's degree,standard,none,64,82,80
S14231,female,Group C,some college,standard,none,46,52,48
S14232,female,Group E,bachelor's degree,standard,none,98,95,100
